lang	lang_id	grade	grade_id	book	book_id	chapter	chapter_id	link
Sinhala	sinhala	Grade 7	grade-7	ඉතිහාසය - නව විෂය නිර්දේශය	-	ඉතිහාසය	-	http://www.edupub.gov.lk/Administrator/Sinhala/7/history%20g7%20S/his%20g7%20S.pdf
Sinhala	sinhala	Grade 7	grade-7	සෞඛ්‍යය හා ශාරීරික අධ්‍යාපනය - නව විෂය නිර්දේශය	-	සෞඛ්‍යය හා ශාරීරික අධ්‍යාපනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/7/health%207%20S/health%207%20S.pdf
Sinhala	sinhala	Grade 7	grade-7	තොරතුරු හා සන්නිවේදන තාක්ෂණය - වැඩ පොත - නව විෂය නිර්දේශය	-	තොරතුරු හා සන්නිවේදන තාක්ෂණය - වැඩ පොත	-	http://www.edupub.gov.lk/Administrator/Sinhala/7/ict%20g7%20wb%20S/ICT%20G7%20WB%20s.pdf
Sinhala	sinhala	Grade 7	grade-7	තොරතුරු හා සන්නිවේදන තාක්ෂණය - කියවීම් පොත - නව විෂය නිර්දේශය	-	තොරතුරු හා සන්නිවේදන තාක්ෂණය - කියවීම් පොත	-	http://www.edupub.gov.lk/Administrator/Sinhala/7/ict%20G-7SE%20PB/ICT%20G-7%20PB.pdf
Sinhala	sinhala	Grade 7	grade-7	இரண்டாம் மொழி தமிழ் – 2016 புதிய பாடத்திட்டம்	-2016-	1.எனது நண்பர்கள்	1-	http://www.edupub.gov.lk/Administrator/Sinhala/7/Second%20Langu%20G7%20T/Chapter%201.pdf
Sinhala	sinhala	Grade 7	grade-7	இரண்டாம் மொழி தமிழ் – 2016 புதிய பாடத்திட்டம்	-2016-	2.வனம்	2-	http://www.edupub.gov.lk/Administrator/Sinhala/7/Second%20Langu%20G7%20T/Chapter%202.pdf
Sinhala	sinhala	Grade 7	grade-7	இரண்டாம் மொழி தமிழ் – 2016 புதிய பாடத்திட்டம்	-2016-	3.விடிந்து விட்டது	3-	http://www.edupub.gov.lk/Administrator/Sinhala/7/Second%20Langu%20G7%20T/Chapter%203.pdf
Sinhala	sinhala	Grade 7	grade-7	இரண்டாம் மொழி தமிழ் – 2016 புதிய பாடத்திட்டம்	-2016-	4.ஸ்ரீ விஹாருக்குச் செல்வோம்	4-	http://www.edupub.gov.lk/Administrator/Sinhala/7/Second%20Langu%20G7%20T/Chapter%204.pdf
Sinhala	sinhala	Grade 7	grade-7	இரண்டாம் மொழி தமிழ் – 2016 புதிய பாடத்திட்டம்	-2016-	5.நான் ரசித்த கதை	5-	http://www.edupub.gov.lk/Administrator/Sinhala/7/Second%20Langu%20G7%20T/Chapter%205.pdf
Sinhala	sinhala	Grade 7	grade-7	இரண்டாம் மொழி தமிழ் – 2016 புதிய பாடத்திட்டம்	-2016-	6.ஓய்வு நேரத்தில்	6-	http://www.edupub.gov.lk/Administrator/Sinhala/7/Second%20Langu%20G7%20T/Chapter%206.pdf
Sinhala	sinhala	Grade 7	grade-7	இரண்டாம் மொழி தமிழ் – 2016 புதிய பாடத்திட்டம்	-2016-	7.போவது எப்படி?	7-	http://www.edupub.gov.lk/Administrator/Sinhala/7/Second%20Langu%20G7%20T/Chapter%207.pdf
Sinhala	sinhala	Grade 7	grade-7	இரண்டாம் மொழி தமிழ் – 2016 புதிய பாடத்திட்டம்	-2016-	8.விழாக்கள்	8-	http://www.edupub.gov.lk/Administrator/Sinhala/7/Second%20Langu%20G7%20T/Chapter%208.pdf
Sinhala	sinhala	Grade 7	grade-7	இரண்டாம் மொழி தமிழ் – 2016 புதிய பாடத்திட்டம்	-2016-	9.சின்னவனாய் நான் இருந்து	9-	http://www.edupub.gov.lk/Administrator/Sinhala/7/Second%20Langu%20G7%20T/chapter%209.pdf
Sinhala	sinhala	Grade 7	grade-7	இரண்டாம் மொழி தமிழ் – 2016 புதிய பாடத்திட்டம்	-2016-	10.சுத்தம் சுகம் தரும்	10-	http://www.edupub.gov.lk/Administrator/Sinhala/7/Second%20Langu%20G7%20T/chapter%2010.pdf
Sinhala	sinhala	Grade 7	grade-7	இரண்டாம் மொழி தமிழ் – 2016 புதிய பாடத்திட்டம்	-2016-	11.மழை	11-	http://www.edupub.gov.lk/Administrator/Sinhala/7/Second%20Langu%20G7%20T/Chapter%2011.pdf
Sinhala	sinhala	Grade 7	grade-7	இரண்டாம் மொழி தமிழ் – 2016 புதிய பாடத்திட்டம்	-2016-	12.பரிசு வாங்குவோம்	12-	http://www.edupub.gov.lk/Administrator/Sinhala/7/Second%20Langu%20G7%20T/Chapter%2012.pdf
Sinhala	sinhala	Grade 8	grade-8	බුද්ධ ධර්මය - නව විෂය නිර්දේශය	-	බුද්ධ ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/8/bud%20g-8/bud%20g-8.pdf
Sinhala	sinhala	Grade 8	grade-8	කතෝලික ධර්මය - නව විෂය නිර්දේශය	-	කතෝලික ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/8/katholika%20g-8%20S/katholika%208%20S.pdf
Sinhala	sinhala	Grade 8	grade-8	ක්‍රිස්තියානි ධර්මය - නව විෂය නිර්දේශය	-	ක්‍රිස්තියානි ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/8/kristhu%20g8%20S/kristhu%208%20S.pdf
Sinhala	sinhala	Grade 8	grade-8	ඉස්ලාම් ධර්මය - නව විෂය නිර්දේශය	-	ඉස්ලාම් ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/8/islam%208%20S/islam%208%20S.pdf
Sinhala	sinhala	Grade 8	grade-8	ගණිතය I කොටස - නව විෂය නිර්දේශය	-i-	ගණිතය I කොටස	-i-	http://www.edupub.gov.lk/Administrator/Sinhala/8/maths%20g-8%20p-I%20S/maths%20g-8%20p-I%20S.pdf
Sinhala	sinhala	Grade 8	grade-8	ගණිතය - II කොටස - නව විෂය නිර්දේශය	-ii-	ගණිතය - II කොටස	-ii-	http://www.edupub.gov.lk/Administrator/Sinhala/8/maths%20g-8%20p-II%20S/maths%20g-8%20p-II%20S.pdf
Sinhala	sinhala	Grade 8	grade-8	සිංහල භාෂාව හා සාහිත්‍ය - නව විෂය නිර්දේශය	-	සිංහල භාෂාව හා සාහිත්‍ය	-	http://www.edupub.gov.lk/Administrator/Sinhala/8/sinhala%20g-8/sinhala%20G-8.pdf
Sinhala	sinhala	Grade 8	grade-8	සෞඛ්‍යය හා ශාරීරික අධ්‍යාපනය - නව විෂය නිර්දේෂය	-	සෞඛ්‍යය හා ශාරීරික අධ්‍යාපනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/8/health%20g-8%20S/Health%20Physical%20Education%20G%208%20Sin.pdf
Sinhala	sinhala	Grade 8	grade-8	இரண்டாம் மொழி தமிழ் - புதிய பாட திட்டம்	-	இரண்டாம் மொழி தமிழ்	-	http://www.edupub.gov.lk/Administrator/Sinhala/8/second%20Lan.%20Tamil%20G-8%20/book.pdf
Sinhala	sinhala	Grade 8	grade-8	ඉතිහාසය - නව විෂය නිර්දේශය	-	ඉතිහාසය	-	http://www.edupub.gov.lk/Administrator/Sinhala/8/history%20g-8%20S/history%20G-8%20S.pdf
Sinhala	sinhala	Grade 8	grade-8	පුරවැසි අධ්‍යාපනය - නව විෂය නිර්දේශය	-	පුරවැසි අධ්‍යාපනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/8/civic%20g-8%20S/civic%20g-8%20S.pdf
Sinhala	sinhala	Grade 8	grade-8	විද්‍යාව I කොටස - නව විෂය නිර්දේශය	-i-	විද්‍යාව I කොටස	-i-	http://www.edupub.gov.lk/Administrator/Sinhala/8/science%20g8%20p-I%20S/science%20P-I%20G8%20S.pdf
Sinhala	sinhala	Grade 8	grade-8	විද්‍යාව II කොටස - නව විෂය නිර්දේශය	-ii-	විද්‍යාව II කොටස	-ii-	http://www.edupub.gov.lk/Administrator/Sinhala/8/science%208%20II%20S/science%208%20II%20S.pdf
Sinhala	sinhala	Grade 8	grade-8	තොරතුරු හා සන්නිවේදන තාක්ෂණය - කියවීම් පොත - නව විෂය නිර්දේශය	-	තොරතුරු හා සන්නිවේදන තාක්ෂණය - කියවීම් පොත	-	http://www.edupub.gov.lk/Administrator/Sinhala/8/ict%20g8%20S%20RD/Grade%208%20-%20ICT_CTP.pdf
Sinhala	sinhala	Grade 8	grade-8	තොරතුරු හා සන්නිවේදන තාක්ෂණය - වැඩ පොත - නව විෂය නිර්දේශය	-	තොරතුරු හා සන්නිවේදන තාක්ෂණය - වැඩ පොත	-	http://www.edupub.gov.lk/Administrator/Sinhala/8/ict%208%20wb%20S/Information%20Communication_G8%20S.pdf
Sinhala	sinhala	Grade 8	grade-8	ප්‍රායෝගික හා තාක්ෂණික කුසලතා - නව විෂය නිර්දේශය	-	ප්‍රායෝගික හා තාක්ෂණික කුසලතා	-	http://www.edupub.gov.lk/Administrator/Sinhala/8/pts%20g-8%20S/PTS%20Grade%208%20-%20Inner%20Pages_CTP.pdf
Sinhala	sinhala	Grade 8	grade-8	භූගෝල විද්‍යාව - නව විෂය නිර්දේශය	-	භූගෝල විද්‍යාව	-	http://www.edupub.gov.lk/Administrator/Sinhala/8/geo%208%20S/geo%208%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	බුද්ධ ධර්මය - නව විෂය නිර්දේශය	-	බුද්ධ ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/9/budist%20g-9%20s/budist%20G-9%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	කතෝලික ධර්මය - නව විෂය නිර්දේශය	-	කතෝලික ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/9/katholika%20g9%20S/katholika%20g9%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	ක්‍රිස්තු ධර්මය - නව විෂය නිර්දේශය	-	ක්‍රිස්තු ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/9/kristhu%20g9%20S/kristhu%20g9%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	ඉස්ලාම් ධර්මය - නව විෂය නිර්දේශය	-	ඉස්ලාම් ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/9/islam%209%20S/islam%209%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	ගණිතය 1 කොටස - නව විෂය නිර්දේශය	-1-	ගණිතය 1 කොටස	-1-	http://www.edupub.gov.lk/Administrator/Sinhala/9/mats%20g9%20p-I%20S/maths%20g9%20p-I%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	ගණිතය II කොටස - නව විෂය නිර්දේශය	-ii-	ගණිතය II කොටස	-ii-	http://www.edupub.gov.lk/Administrator/Sinhala/9/maths%20g-9%20p-II%20S/MATHS%20G-9%20P-II%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	ගණිතය III කොටස - නව විෂය නිර්දේශය	-iii-	ගණිතය III කොටස	-iii-	http://www.edupub.gov.lk/Administrator/Sinhala/9/maths%209%20III%20S/maths%209%20p-III%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	විද්‍යාව - 1 කොටස - නව විෂය නිර්දේශය	-1-	විද්‍යාව - 1 කොටස - නව විෂය නිර්දේශය	-1-	http://www.edupub.gov.lk/Administrator/Sinhala/9/science%20g%209%20p-I%20S/science%20g%209%20p-I%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	විද්‍යාව - II කොටස - නව විෂය නිර්දේශය	-ii-	විද්‍යාව - II කොටස	-ii-	http://www.edupub.gov.lk/Administrator/Sinhala/9/science%20g-9%20p-II%20S/science%20g-9%20p-II%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	ප්‍රායෝගික හා තාක්ෂණික කුසලතා - නව විෂය නිර්දේශය	-	ප්‍රායෝගික හා තාක්ෂණික කුසලතා	-	http://www.edupub.gov.lk/Administrator/Sinhala/9/pts%20g9%20S/pts%20g9%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	සෞඛ්‍යය හා ශාරීරික අධ්‍යාපනය - නව විෂය නිර්දේශය	-	සෞඛ්‍යය හා ශාරීරික අධ්‍යාපනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/9/health%209%20S/health%209%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	இரண்டாம் மொழி தமிழ்	-	http://www.edupub.gov.lk/Administrator/Sinhala/9/second%20lan%20G9%20t/Second%20Lang%20Tamil%209.pdf
Sinhala	sinhala	Grade 9	grade-9	පුරවැසි අධ්‍යාපනය - නව විෂය නිර්දේශය	-	පුරවැසි අධ්‍යාපනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/9/civic%20G-9%20S/civic%20G-9%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	තොරතුරු හා සන්නිවේදන තාක්ෂණය - වැඩ පොත - නව විෂය නිර්දේශය	-	තොරතුරු හා සන්නිවේදන තාක්ෂණය - වැඩ පොත	-	http://www.edupub.gov.lk/Administrator/Sinhala/9/ict%20wb%20g9%20S/ict%20wb%20g9%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	තොරතුරු හා සන්නිවේදන තාක්ෂණය - කියවීම් පොත - නව විෂය නිර්දේශය	-	තොරතුරු හා සන්නිවේදන තාක්ෂණය - කියවීම් පොත	-	http://www.edupub.gov.lk/Administrator/Sinhala/9/ict%20rb%20g-9%20S/ict%20rb%20g-9.pdf
Sinhala	sinhala	Grade 9	grade-9	භූගෝල විද්‍යාව - නව විෂය නිර්දේශය	-	භූගෝල විද්‍යාව	-	http://www.edupub.gov.lk/Administrator/Sinhala/9/geo%20G-9%20S/geo%20G-9%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	ඉතිහාසය - නව විෂය නිර්දේශය	-	ඉතිහාසය	-	http://www.edupub.gov.lk/Administrator/Sinhala/9/history%20g-9%20S/history%20G-9%20S.pdf
Sinhala	sinhala	Grade 9	grade-9	සිංහල භාෂාව හා සාහිත්‍යය - නව විෂය නිර්දේශය	-	සිංහල භාෂාව හා සාහිත්‍යය	-	http://www.edupub.gov.lk/Administrator/Sinhala/9/sin%20g-9/sinhala%20g9.pdf
Sinhala	sinhala	Grade 10	grade-10	බුද්ධ ධර්මය - නව විෂය නිර්දේෂය	-	බුද්ධ ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/buddhist%20G-10/budhist%20G-10.pdf
Sinhala	sinhala	Grade 10	grade-10	ක්‍රිස්තියානි ධර්මය - නව විෂය නිර්දේශය	-	ක්‍රිස්තියානි ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/kristhu%20g10%20S/Christianity%20G10%20Sinhala%20new.pdf
Sinhala	sinhala	Grade 10	grade-10	කතෝලික ධර්මය - නව විෂය නිර්දේශය	-	කතෝලික ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/katho%20g-10%20S/katho%20g-10%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	ඉස්ලාම් ධර්මය - නව විෂය නිර්දේශය	-	ඉස්ලාම් ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/islam%204%20S/islam%2010%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	සිංහල සාහිත්‍යය සංග්‍රහය - නව විෂය නිර්දේශය	-	සිංහල සාහිත්‍යය සංග්‍රහය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/sin%20lit%20g-10-11/sinhala%20lit%20g-10-11.pdf
Sinhala	sinhala	Grade 10	grade-10	ගණිතය - I කොටස - නව විෂය නිර්දේශය	-i-	ගණිතය - I කොටස	-i-	http://www.edupub.gov.lk/Administrator/Sinhala/10/maths%20g-10%20p-I%20s/maths%20g-10%20p-I%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	ගණිතය - II කොටස - නව විෂය නිර්දේශය	-ii-	ගණිතය - II කොටස	-ii-	http://www.edupub.gov.lk/Administrator/Sinhala/10/maths%20g-10%20p-II%20s/maths%20%20p-II%20g-10%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	ඉතිහාසය - නව විෂය නිර්දේශය	-	ඉතිහාසය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/history%2010%20S/history%2010%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	ව්‍යාපාර හා ගිණුමිකරණ අධ්‍යයනය - නව විෂය නිර්දේශය	-	ව්‍යාපාර හා ගිණුමිකරණ අධ්‍යයනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/business%2010%20S/business%2010%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	සිංහල සාහිත්‍ය රසාස්වාදය - නව විෂය නිර්දේශය	-	සිංහල සාහිත්‍ය රසාස්වාදය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/si%20li%2010-11/sin%20rasaswadaya%2010-11.pdf
Sinhala	sinhala	Grade 10	grade-10	කෘෂි හා ආහාර තාක්ෂණය - නව විෂය නිර්දේශය	-	කෘෂි හා ආහාර තාක්ෂණය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/agri%2010%20S/agri%20food%2010%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා ඉදිකිරීම් තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	1 ඉදිකිරීම් ක්ෂේත්‍රයේ වියාප්තිය	1-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20construction%20G-10%20S/Chapter%2001.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා ඉදිකිරීම් තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	2 ඉදිකිරීම් ක්ෂේත්‍රයේ නිමැවුම්වලට යොදා ගන්නා ද්‍රව්‍යවල තිබිය යුතු ගුණාංග	2-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20construction%20G-10%20S/Chapter%202.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා ඉදිකිරීම් තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	3 ඉදිකිරීම් සඳහා යොදා ගන්නා ද්‍රව්‍ය හා ඒවායේ ඇතිවිය හැකි දෝෂ	3-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20construction%20G-10%20S/Chapter%2003.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා ඉදිකිරීම් තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	4 ඉදිකිරීම් ක්ෂේත්‍රය හා සම්බන්ධ මිනුම් උපකරණ	4-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20construction%20G-10%20S/Chapter%2004.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා ඉදිකිරීම් තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	5 ආවුද උපකරණ නිමවුම් පුද්ගල ආරක්ෂාව හා නඩත්තු කටයුතු	5-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20construction%20G-10%20S/Chapter%2005.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා ඉදිකිරීම් තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	6 ඉදිකිරීම් සැලසුමක තිබිය යුතු අංගයන් ඉදිරිපත් කරයි	6-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20construction%20G-10%20S/Chapter%2006.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා ඉදිකිරීම් තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	7 ඉදිකිරීම් ක්ෂේත්‍රයේ දී භාවිත කරන විවිධ සවිකුරු	7-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20construction%20G-10%20S/Chapter%2007.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා ඉදිකිරීම් තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	8 තාක්ෂණික නිර්මාණ සඳහා උපයෝගීවන තල රූප	8-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20construction%20G-10%20S/Chapter%208.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා ඉදිකිරීම් තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	9 පරිමාණ	9-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20construction%20G-10%20S/Chapter%2009.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා යාන්ත්‍රික තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	1 ලෝහ වර්ගවලින් භාණ්ඩ නිෂ්පාදනය	1-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20mechanical%20G-10%20S/chapter%20-%2001.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා යාන්ත්‍රික තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	2 කාර්මික ආරක්ෂාව	2-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20mechanical%20G-10%20S/chapter%20-%2002.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා යාන්ත්‍රික තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	3 චලිත ආකාර අවශ්‍ය පරිදි වෙනස්කර ඵලදායී ආකෘති තැනීම	3-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20mechanical%20G-10%20S/chapter%2003.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා යාන්ත්‍රික තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	4 යතුරු පැදියක ජ්වලන පද්ධතියේ නඩත්තු කාර්යයන් සිදු කිරීම	4-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20mechanical%20G-10%20S/chapter%20-%2004.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා යාන්ත්‍රික තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	5 එන්ජිමක සිසිලන පද්ධතියේ ක්‍රියාකාරිත්වය	5-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20mechanical%20G-10%20S/CHAPTER%20-%2005.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා යාන්ත්‍රික තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	6 අවශ්‍යතා සපුරා ගැනීම සඳහා සුදුසු ජව සම්ප්‍රේෂණ ක්‍රම තෝරා ගැනීම	6-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20mechanical%20G-10%20S/chapter%20-%2006.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා යාන්ත්‍රික තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	7 තාක්ෂණික නිර්මාණ සඳහා උපයෝගීවන තලරූප	7-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20mechanical%20G-10%20S/chapter%20-%207.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය හා යාන්ත්‍රික තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	8 පරිමාණ	8-	http://www.edupub.gov.lk/Administrator/Sinhala/10/design%20&%20mechanical%20G-10%20S/chapter%20-%2008.pdf
Sinhala	sinhala	Grade 10	grade-10	නිර්මාණකරණය විදුලිය හා ඉලෙක්ට්‍රරො‍නික තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	නිර්මාණකරණය විදුලිය හා ඉලෙක්ට්‍රරො‍නික තාක්ෂණවේදය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/desigin%20elc%20G-I0%20S%20/Creation,%20Elec%20&%20E,%20Tech%20G10%20(S)%20PDF.pdf
Sinhala	sinhala	Grade 10	grade-10	ගෘහ ආර්ථික විද්‍යාව - නව විෂය නිර්දේශය	-	ගෘහ ආර්ථික විද්‍යාව	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/home%20eco%2010%20S/home%20econ%2010%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	සන්නිවේදනය හා මාධ්‍ය අධ්‍යයනය - නව විෂය නිර්දේශය	-	සන්නිවේදනය හා මාධ්‍ය අධ්‍යයනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/comm.media%2010%20S/comm.media%2010%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	භූගෝල විද්‍යාව - නව විෂය නිර්දේශය	-	භූගෝල විද්‍යාව	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/geo%20g10%20S/geo%20g10%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	විද්‍යාව - I කොටස - නව විෂය නිර්දේශය	-i-	විද්‍යාව - I කොටස	-i-	http://www.edupub.gov.lk/Administrator/Sinhala/10/science%20g10%20p-I%20S/science%20g-10%20p-I%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	1. இனிய தமிழ் பொங்கல்	1-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/1.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	2. ஹலோ	2-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/2.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	3. நண்பனுக்கு ஒரு கடிதம்	3-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/3.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	4. நான் சென்ற சுற்றுலா	4-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/4.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	5. இல்ல விளையாட்டுப் போட்டி	5-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/5.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	6. தீராத விளையாட்டுப் பிள்ளை	6-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/6.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	7. வைத்தியருடன்	7-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/7.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	8. பால் குடிக்காத பூனை	8-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/8.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	9. சந்தைக்குப் போவோம்	9-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/9.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	10. நான் விரும்பும் பெரியார்	10-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/10.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	11. கிராம உத்தியோகத்தரும், கிராம வாசியும்	11-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/11.pdf
